time,filename,lng,lat,E,N,H,H_ellipsoid,yaw,pitch,roll,accuracy_index
072359.507,000950.jpg,120.61884159,24.02013427,211226.177,2657305.440,210.377,16.250,-173.7,0,0,0.2
072400.009,000951.jpg,120.61885607,24.02025697,211227.687,2657319.025,209.837,16.250,-174.11,0,0,0.2
072400.515,000952.jpg,120.61886909,24.02038222,211229.049,2657332.893,209.434,16.248,-174.73,0,0,0.2
072401.022,000953.jpg,120.61888126,24.02050913,211230.325,2657346.944,209.073,16.240,-175.1,0,0,0.2
072401.525,000954.jpg,120.61889262,24.02063551,211231.518,2657360.938,208.783,16.240,-175.38,0,0,0.2
072402.031,000955.jpg,120.61890346,24.02076240,211232.659,2657374.988,208.544,16.240,-175.69,0,0,0.2
072402.538,000956.jpg,120.61891390,24.02088932,211233.759,2657389.041,208.37,16.240,-175.73,0,0,0.2
072403.041,000957.jpg,120.61892441,24.02101512,211234.866,2657402.970,208.348,16.240,-175.6,0,0,0.2
072403.543,000958.jpg,120.61893513,24.02114040,211235.994,2657416.842,208.461,16.240,-175.45,0,0,0.2
072404.045,000959.jpg,120.61894615,24.02126443,211237.152,2657430.575,208.546,16.240,-175.21,0,0,0.2
072404.546,000960.jpg,120.61895761,24.02138638,211238.355,2657444.078,208.753,16.240,-175.03,0,0,0.2
072405.068,000961.jpg,120.61896948,24.02151246,211239.600,2657458.038,208.906,16.240,-175.07,0,0,0.2
072405.573,000962.jpg,120.61898108,24.02163330,211240.816,2657471.418,208.93,16.240,-174.84,0,0,0.2
072406.074,000963.jpg,120.61899303,24.02175096,211242.067,2657484.445,208.703,16.240,-174.63,0,0,0.2
072406.580,000964.jpg,120.61900493,24.02186898,211243.313,2657497.512,207.963,16.240,-174.84,0,0,0.2
072407.085,000965.jpg,120.61901594,24.02198608,211244.468,2657510.478,206.924,16.240,-175.29,0,0,0.2
072407.586,000966.jpg,120.61902654,24.02210393,211245.582,2657523.527,205.815,16.240,-175.22,0,0,0.2
072408.088,000967.jpg,120.61903776,24.02222281,211246.759,2657536.690,204.699,16.240,-175.06,0,0,0.2
072408.591,000968.jpg,120.61905050,24.02234363,211248.091,2657550.067,203.744,16.240,-174.71,0,0,0.2
072409.093,000969.jpg,120.61906363,24.02246699,211249.464,2657563.725,203.184,16.240,-174.19,0,0,0.2
072409.596,000970.jpg,120.61907792,24.02259086,211250.954,2657577.440,202.922,16.240,-173.68,0,0,0.2
072410.102,000971.jpg,120.61909251,24.02271526,211252.476,2657591.213,202.931,16.240,-173.91,0,0,0.2
072410.603,000972.jpg,120.61910609,24.02283856,211253.894,2657604.865,203.165,16.240,-174.32,0,0,0.2
072411.111,000973.jpg,120.61911851,24.02296339,211255.195,2657618.686,203.495,16.240,-174.88,0,0,0.2
072411.612,000974.jpg,120.61912948,24.02308602,211256.348,2657632.264,203.804,16.240,-175.51,0,0,0.2
072412.122,000975.jpg,120.61913918,24.02321038,211257.372,2657646.034,204.049,16.240,-176.12,0,0,0.2
072412.633,000976.jpg,120.61914776,24.02333459,211258.282,2657659.788,204.069,16.240,-176.61,0,0,0.2
072413.136,000977.jpg,120.61915485,24.02345673,211259.040,2657673.313,203.877,16.240,-177.02,0,0,0.2
072413.641,000978.jpg,120.61916169,24.02357955,211259.772,2657686.913,203.509,16.240,-177.2,0,0,0.2
072414.143,000979.jpg,120.61916866,24.02370208,211260.518,2657700.482,203.053,16.240,-177,0,0,0.2
072414.645,000980.jpg,120.61917681,24.02382559,211261.384,2657714.158,202.467,16.240,-176.62,0,0,0.2
072415.166,000981.jpg,120.61918573,24.02395403,211262.330,2657728.380,201.75,16.240,-176.32,0,0,0.2
072415.668,000982.jpg,120.61919503,24.02407872,211263.313,2657742.187,200.98,16.240,-175.87,0,0,0.2
072416.170,000983.jpg,120.61920606,24.02420434,211264.473,2657756.096,200.314,16.240,-175.22,0,0,0.2
072416.680,000984.jpg,120.61921897,24.02433195,211265.824,2657770.225,199.905,16.240,-174.9,0,0,0.2
072417.182,000985.jpg,120.61923188,24.02445719,211267.175,2657784.092,199.817,16.240,-174.42,0,0,0.2
072417.684,000986.jpg,120.61924550,24.02458148,211268.598,2657797.853,199.937,16.240,-174.12,0,0,0.2
072418.187,000987.jpg,120.61925927,24.02470394,211270.035,2657811.412,200.1,16.240,-174.12,0,0,0.2
072418.689,000988.jpg,120.61927282,24.02482576,211271.450,2657824.899,200.368,16.240,-174.16,0,0,0.2
072419.193,000989.jpg,120.61928610,24.02494659,211272.837,2657838.278,200.725,16.240,-174.28,0,0,0.2
072419.695,000990.jpg,120.61929910,24.02506438,211274.195,2657851.319,201.055,16.239,-174.2,0,0,0.2
072420.197,000991.jpg,120.61931062,24.02518149,211275.402,2657864.286,201.229,16.230,-174.5,0,0,0.2
072420.702,000992.jpg,120.61932232,24.02529805,211276.627,2657877.192,201.136,16.240,-174.98,0,0,0.2
072421.203,000993.jpg,120.61933306,24.02541293,211277.754,2657889.911,200.762,16.230,-175.24,0,0,0.2
072421.709,000994.jpg,120.61934338,24.02552926,211278.839,2657902.792,200.055,16.230,-175.47,0,0,0.2
072422.214,000995.jpg,120.61935334,24.02564640,211279.887,2657915.763,199.089,16.230,-175.67,0,0,0.2
072422.719,000996.jpg,120.61936347,24.02576540,211280.953,2657928.939,197.887,16.230,-175.66,0,0,0.2
072423.226,000997.jpg,120.61937386,24.02588741,211282.046,2657942.449,196.689,16.230,-175.56,0,0,0.2
072423.729,000998.jpg,120.61938494,24.02601162,211283.211,2657956.202,195.576,16.230,-175.24,0,0,0.2
072424.231,000999.jpg,120.61939768,24.02613790,211284.545,2657970.184,194.748,16.230,-174.71,0,0,0.2
072424.734,001000.jpg,120.61941104,24.02626556,211285.942,2657984.318,194.359,16.230,-174.53,0,0,0.2
072425.252,001001.jpg,120.61942371,24.02639703,211287.270,2657998.875,194.285,16.230,-174.89,0,0,0.2
072425.754,001002.jpg,120.61943564,24.02652429,211288.522,2658012.965,194.543,16.230,-175.11,0,0,0.2
072426.256,001003.jpg,120.61944707,24.02665078,211289.722,2658026.971,194.926,16.230,-175.18,0,0,0.2
072426.762,001004.jpg,120.61945819,24.02677711,211290.891,2658040.959,195.367,16.230,-175.45,0,0,0.2
072427.269,001005.jpg,120.61946820,24.02690267,211291.947,2658054.862,195.632,16.230,-175.97,0,0,0.2
072427.781,001006.jpg,120.61947752,24.02702872,211292.933,2658068.819,195.763,16.230,-176.18,0,0,0.2
072428.287,001007.jpg,120.61948676,24.02715195,211293.910,2658082.464,195.689,16.230,-176.07,0,0,0.2
072428.792,001008.jpg,120.61949625,24.02727538,211294.912,2658096.131,195.407,16.230,-175.93,0,0,0.2
072429.294,001009.jpg,120.61950611,24.02739752,211295.951,2658109.656,194.92,16.230,-175.61,0,0,0.2
072429.796,001010.jpg,120.61951692,24.02751921,211297.088,2658123.130,194.349,16.230,-175.18,0,0,0.2
072430.298,001011.jpg,120.61952975,24.02764083,211298.429,2658136.595,193.729,16.230,-174.62,0,0,0.2
072430.801,001012.jpg,120.61954251,24.02776326,211299.764,2658150.151,193.038,16.230,-174.23,0,0,0.2
072431.303,001013.jpg,120.61955677,24.02788615,211301.251,2658163.757,192.352,16.230,-173.85,0,0,0.2
072431.805,001014.jpg,120.61957232,24.02801012,211302.870,2658177.482,191.776,16.230,-173.29,0,0,0.2
072432.305,001015.jpg,120.61958846,24.02813403,211304.549,2658191.201,191.334,16.230,-173.18,0,0,0.2
072432.811,001016.jpg,120.61960443,24.02825932,211306.211,2658205.072,191.041,16.230,-173.39,0,0,0.2
072433.315,001017.jpg,120.61961966,24.02838384,211307.797,2658218.858,190.843,16.230,-173.67,0,0,0.2
072433.820,001018.jpg,120.61963401,24.02850860,211309.294,2658232.672,190.853,16.230,-174.05,0,0,0.2
072434.326,001019.jpg,120.61964766,24.02863318,211310.720,2658246.465,190.912,16.230,-174.37,0,0,0.2
072434.828,001020.jpg,120.61965973,24.02875563,211311.985,2658260.023,191.048,16.230,-174.94,0,0,0.2
072435.349,001021.jpg,120.61967096,24.02888207,211313.165,2658274.023,191.216,16.230,-175.53,0,0,0.2
072435.855,001022.jpg,120.61968087,24.02900434,211314.209,2658287.562,191.197,16.230,-175.88,0,0,0.2
072436.362,001023.jpg,120.61969035,24.02912659,211315.210,2658301.098,190.966,16.230,-175.9,0,0,0.2
072436.865,001024.jpg,120.61970054,24.02924815,211316.283,2658314.558,190.574,16.230,-175.48,0,0,0.2
072437.367,001025.jpg,120.61971146,24.02936989,211317.430,2658328.038,190.052,16.230,-175.25,0,0,0.2
072437.873,001026.jpg,120.61972284,24.02949410,211318.625,2658341.791,189.431,16.230,-175.26,0,0,0.2
072438.377,001027.jpg,120.61973433,24.02961825,211319.831,2658355.537,188.863,16.230,-175.15,0,0,0.2
072438.879,001028.jpg,120.61974601,24.02974267,211321.056,2658369.313,188.426,16.230,-175.11,0,0,0.2
072439.381,001029.jpg,120.61975775,24.02986696,211322.288,2658383.075,188.132,16.230,-175.08,0,0,0.2
072439.883,001030.jpg,120.61976905,24.02998951,211323.474,2658396.644,188.027,16.230,-175.4,0,0,0.2
072440.386,001031.jpg,120.61977922,24.03011227,211324.545,2658410.237,188.05,16.230,-175.89,0,0,0.2
072440.887,001032.jpg,120.61978844,24.03023355,211325.519,2658423.666,188.174,16.230,-175.95,0,0,0.2
072441.388,001033.jpg,120.61979815,24.03035386,211326.543,2658436.988,188.338,16.230,-175.54,0,0,0.2
072441.890,001034.jpg,120.61980877,24.03047335,211327.659,2658450.218,188.428,16.230,-175.1,0,0,0.2
072442.393,001035.jpg,120.61982010,24.03059238,211328.847,2658463.397,188.327,16.230,-174.88,0,0,0.2
072442.894,001036.jpg,120.61983164,24.03071025,211330.056,2658476.448,188.046,16.221,-174.88,0,0,0.2
072443.398,001037.jpg,120.61984274,24.03082879,211331.221,2658489.573,187.564,16.220,-175.39,0,0,0.2
072443.902,001038.jpg,120.61985296,24.03094769,211332.296,2658502.739,186.941,16.220,-175.66,0,0,0.2
072444.404,001039.jpg,120.61986280,24.03106767,211333.333,2658516.024,186.182,16.220,-175.73,0,0,0.2
072444.905,001040.jpg,120.61987298,24.03118872,211334.404,2658529.427,185.425,16.220,-175.62,0,0,0.2
072445.421,001041.jpg,120.61988398,24.03131440,211335.561,2658543.343,184.719,16.220,-175.31,0,0,0.2
072445.927,001042.jpg,120.61989635,24.03143864,211336.856,2658557.099,184.18,16.220,-174.66,0,0,0.2
072446.440,001043.jpg,120.61990993,24.03156454,211338.275,2658571.039,183.826,16.220,-174.21,0,0,0.2
072446.947,001044.jpg,120.61992429,24.03168823,211339.773,2658584.733,183.759,16.220,-173.74,0,0,0.2
072447.454,001045.jpg,120.61993940,24.03181153,211341.347,2658598.385,183.843,16.220,-173.51,0,0,0.2
072447.956,001046.jpg,120.61995417,24.03193248,211342.885,2658611.776,183.903,16.220,-173.68,0,0,0.2
072448.459,001047.jpg,120.61996705,24.03205294,211344.232,2658625.113,183.855,16.220,-174.4,0,0,0.2
072448.965,001048.jpg,120.61997895,24.03217392,211345.478,2658638.508,183.711,16.220,-175.02,0,0,0.2
072449.474,001049.jpg,120.61998976,24.03229564,211346.614,2658651.986,183.411,16.220,-175.61,0,0,0.2
072449.977,001050.jpg,120.61999923,24.03241619,211347.614,2658665.334,183.015,16.220,-176.09,0,0,0.2
072450.482,001051.jpg,120.62000811,24.03253820,211348.553,2658678.844,182.515,16.220,-176.22,0,0,0.2
072450.984,001052.jpg,120.62001761,24.03266161,211349.557,2658692.509,182.05,16.220,-175.73,0,0,0.2
072451.488,001053.jpg,120.62002835,24.03278545,211350.686,2658706.221,181.609,16.220,-175.27,0,0,0.2
072451.990,001054.jpg,120.62003995,24.03290903,211351.903,2658719.904,181.257,16.220,-174.98,0,0,0.2
072452.490,001055.jpg,120.62005308,24.03303234,211353.275,2658733.557,180.98,16.220,-174.67,0,0,0.2
072452.996,001056.jpg,120.62006610,24.03315736,211354.637,2658747.399,180.686,16.220,-174.47,0,0,0.2
072453.498,001057.jpg,120.62007902,24.03328168,211355.988,2658761.164,180.399,16.220,-174.58,0,0,0.2
072454.002,001058.jpg,120.62009087,24.03340715,211357.231,2658775.057,180.043,16.220,-174.98,0,0,0.2
072454.503,001059.jpg,120.62010205,24.03353274,211358.406,2658788.963,179.713,16.220,-175.53,0,0,0.2
072455.005,001060.jpg,120.62011224,24.03365918,211359.480,2658802.963,179.391,16.220,-175.94,0,0,0.2
072455.519,001061.jpg,120.62012191,24.03378876,211360.503,2658817.311,179.067,16.220,-176.25,0,0,0.2
072456.024,001062.jpg,120.62013145,24.03391585,211361.511,2658831.384,178.905,16.220,-175.95,0,0,0.2
072456.526,001063.jpg,120.62014174,24.03404146,211362.595,2658845.292,178.81,16.220,-175.55,0,0,0.2
072457.029,001064.jpg,120.62015218,24.03416652,211363.695,2658859.140,178.818,16.220,-175.7,0,0,0.2
072457.541,001065.jpg,120.62016189,24.03429335,211364.720,2658873.183,178.999,16.220,-176.19,0,0,0.2
072458.048,001066.jpg,120.62017074,24.03441775,211365.658,2658886.958,179.319,16.220,-176.25,0,0,0.2
072458.554,001067.jpg,120.62017954,24.03454099,211366.590,2658900.604,179.466,16.220,-176.29,0,0,0.2
072459.057,001068.jpg,120.62018809,24.03466204,211367.495,2658914.008,179.481,16.220,-176.27,0,0,0.2
072459.563,001069.jpg,120.62019703,24.03478299,211368.441,2658927.401,179.28,16.220,-176.08,0,0,0.2
072500.064,001070.jpg,120.62020642,24.03490251,211369.432,2658940.635,178.834,16.220,-175.82,0,0,0.2
072500.575,001071.jpg,120.62021639,24.03502467,211370.482,2658954.161,178.26,16.220,-175.76,0,0,0.2
072501.077,001072.jpg,120.62022611,24.03514544,211371.507,2658967.534,177.705,16.220,-175.94,0,0,0.2
072501.579,001073.jpg,120.62023574,24.03526679,211372.523,2658980.971,177.182,16.220,-175.82,0,0,0.2
072502.086,001074.jpg,120.62024553,24.03538947,211373.556,2658994.555,176.7,16.220,-175.92,0,0,0.2
072502.592,001075.jpg,120.62025471,24.03551141,211374.526,2659008.057,176.128,16.210,-176.22,0,0,0.2
072503.098,001076.jpg,120.62026335,24.03563334,211375.441,2659021.558,175.546,16.210,-176.41,0,0,0.2
072503.602,001077.jpg,120.62027160,24.03575617,211376.317,2659035.159,175.091,16.210,-176.3,0,0,0.2
072504.105,001078.jpg,120.62028085,24.03587948,211377.295,2659048.813,174.755,16.210,-175.9,0,0,0.2
072504.606,001079.jpg,120.62029182,24.03600270,211378.447,2659062.457,174.539,16.210,-175.05,0,0,0.2
072505.111,001080.jpg,120.62030454,24.03612663,211379.778,2659076.178,174.374,16.210,-174.44,0,0,0.2
072505.630,001081.jpg,120.62031833,24.03625287,211381.218,2659090.156,174.333,16.210,-174.21,0,0,0.2
072506.135,001082.jpg,120.62033144,24.03637421,211382.588,2659103.590,174.437,16.210,-174.31,0,0,0.2
072506.643,001083.jpg,120.62034391,24.03649487,211383.893,2659116.950,174.577,16.210,-174.46,0,0,0.2
072507.148,001084.jpg,120.62035608,24.03661315,211385.166,2659130.046,174.796,16.210,-174.66,0,0,0.2
072507.649,001085.jpg,120.62036739,24.03672984,211386.351,2659142.966,175.01,16.210,-175.06,0,0,0.2
072508.151,001086.jpg,120.62037806,24.03684608,211387.471,2659155.837,175.175,16.210,-175.19,0,0,0.2
072508.654,001087.jpg,120.62038863,24.03696209,211388.581,2659168.682,175.212,16.210,-175.22,0,0,0.2
072509.160,001088.jpg,120.62039917,24.03707890,211389.688,2659181.616,175.076,16.210,-175.33,0,0,0.2
072509.662,001089.jpg,120.62040967,24.03719524,211390.791,2659194.497,174.754,16.210,-175.22,0,0,0.2
072510.164,001090.jpg,120.62042072,24.03731211,211391.950,2659207.438,174.21,16.210,-174.96,0,0,0.2
072510.666,001091.jpg,120.62043231,24.03743042,211393.164,2659220.537,173.554,16.210,-174.8,0,0,0.2
072511.168,001092.jpg,120.62044412,24.03754898,211394.400,2659233.664,172.789,16.210,-174.82,0,0,0.2
072511.670,001093.jpg,120.62045563,24.03766900,211395.607,2659246.953,172.115,16.210,-175.12,0,0,0.2
072512.171,001094.jpg,120.62046684,24.03779020,211396.783,2659260.373,171.487,16.210,-175.09,0,0,0.2
072512.685,001095.jpg,120.62047863,24.03791516,211398.020,2659274.209,170.962,16.210,-175.03,0,0,0.2
072513.187,001096.jpg,120.62049038,24.03803697,211399.252,2659287.696,170.621,16.210,-174.88,0,0,0.2
072513.689,001097.jpg,120.62050215,24.03815809,211400.485,2659301.107,170.421,16.210,-175.01,0,0,0.2
072514.191,001098.jpg,120.62051312,24.03827860,211401.637,2659314.450,170.348,16.210,-175.38,0,0,0.2
072514.692,001099.jpg,120.62052330,24.03839856,211402.708,2659327.733,170.439,16.210,-175.64,0,0,0.2
072515.198,001100.jpg,120.62053345,24.03851930,211403.776,2659341.102,170.578,16.210,-175.4,0,0,0.2
072515.724,001101.jpg,120.62054521,24.03864386,211405.010,2659354.894,170.615,16.210,-174.88,0,0,0.2
072516.231,001102.jpg,120.62055698,24.03876368,211406.243,2659368.161,170.606,16.210,-174.78,0,0,0.2
072516.736,001103.jpg,120.62056905,24.03888277,211407.506,2659381.347,170.497,16.210,-174.6,0,0,0.2
072517.238,001104.jpg,120.62058092,24.03900094,211408.749,2659394.431,170.273,16.210,-174.82,0,0,0.2
072517.751,001105.jpg,120.62059234,24.03912242,211409.947,2659407.881,169.972,16.210,-175.23,0,0,0.2
072518.253,001106.jpg,120.62060294,24.03924290,211411.061,2659421.221,169.525,16.210,-175.48,0,0,0.2
072518.755,001107.jpg,120.62061356,24.03936479,211412.177,2659434.718,169.031,16.210,-175.37,0,0,0.2
072519.258,001108.jpg,120.62062436,24.03948757,211413.312,2659448.313,168.509,16.210,-175.55,0,0,0.2
072519.760,001109.jpg,120.62063403,24.03961106,211414.333,2659461.986,168.225,16.210,-176.27,0,0,0.2
072520.265,001110.jpg,120.62064254,24.03973518,211415.236,2659475.730,168.156,16.210,-176.49,0,0,0.2
072520.778,001111.jpg,120.62065107,24.03986162,211416.141,2659489.731,168.164,16.210,-176.42,0,0,0.2
072521.280,001112.jpg,120.62065941,24.03998546,211417.026,2659503.444,168.243,16.210,-176.48,0,0,0.2
072521.783,001113.jpg,120.62066784,24.04010935,211417.921,2659517.162,168.267,16.210,-176.52,0,0,0.2
072522.284,001114.jpg,120.62067580,24.04023126,211418.767,2659530.662,168.295,16.210,-176.68,0,0,0.2
072522.787,001115.jpg,120.62068345,24.04035384,211419.581,2659544.235,168.235,16.210,-176.75,0,0,0.2
072523.288,001116.jpg,120.62069118,24.04047558,211420.404,2659557.716,168.06,16.209,-176.53,0,0,0.2
072523.790,001117.jpg,120.62069963,24.04059773,211421.300,2659571.241,167.716,16.209,-176.13,0,0,0.2
072524.292,001118.jpg,120.62070932,24.04072013,211422.322,2659584.794,167.146,16.201,-175.7,0,0,0.2
072524.794,001119.jpg,120.62072011,24.04084318,211423.456,2659598.419,166.425,16.200,-175.13,0,0,0.2
072525.296,001120.jpg,120.62073220,24.04096688,211424.723,2659612.116,165.666,16.200,-174.73,0,0,0.2
072525.822,001121.jpg,120.62074613,24.04109618,211426.178,2659626.432,164.944,16.200,-174.58,0,0,0.2
072526.324,001122.jpg,120.62075916,24.04122073,211427.541,2659640.222,164.307,16.200,-174.61,0,0,0.2
072526.827,001123.jpg,120.62077120,24.04134665,211428.803,2659654.164,163.845,16.200,-175.06,0,0,0.2
072527.330,001124.jpg,120.62078382,24.04147354,211430.124,2659668.214,163.744,16.200,-174.84,0,0,0.2
072527.832,001125.jpg,120.62079604,24.04159996,211431.405,2659682.211,163.801,16.200,-174.84,0,0,0.2
072528.334,001126.jpg,120.62080792,24.04172572,211432.651,2659696.136,163.743,16.200,-175.07,0,0,0.2
072528.839,001127.jpg,120.62081984,24.04185204,211433.901,2659710.122,163.713,16.200,-174.94,0,0,0.2
072529.341,001128.jpg,120.62083188,24.04197715,211435.163,2659723.975,163.596,16.200,-174.93,0,0,0.2
072529.843,001129.jpg,120.62084383,24.04210191,211436.416,2659737.789,163.409,16.200,-175,0,0,0.2
072530.353,001130.jpg,120.62085586,24.04222843,211437.677,2659751.798,163.347,16.200,-174.83,0,0,0.2
072530.859,001131.jpg,120.62086854,24.04235332,211439.004,2659765.626,163.267,16.200,-174.65,0,0,0.2
072531.363,001132.jpg,120.62088050,24.04247625,211440.257,2659779.237,163.128,16.200,-175.12,0,0,0.2
072531.866,001133.jpg,120.62089156,24.04260007,211441.419,2659792.947,162.83,16.200,-175.42,0,0,0.2
072532.368,001134.jpg,120.62090246,24.04272340,211442.565,2659806.602,162.401,16.200,-175.31,0,0,0.2
072532.870,001135.jpg,120.62091337,24.04284723,211443.711,2659820.314,161.881,16.200,-175.5,0,0,0.2
072533.373,001136.jpg,120.62092373,24.04297210,211444.802,2659834.140,161.372,16.200,-175.88,0,0,0.2
072533.877,001137.jpg,120.62093318,24.04309828,211445.801,2659848.112,160.959,16.200,-176.26,0,0,0.2
072534.380,001138.jpg,120.62094240,24.04322513,211446.777,2659862.158,160.645,16.200,-176.14,0,0,0.2
072534.882,001139.jpg,120.62095226,24.04335213,211447.817,2659876.220,160.488,16.200,-175.88,0,0,0.2
072535.383,001140.jpg,120.62096239,24.04347881,211448.885,2659890.247,160.417,16.200,-175.7,0,0,0.2
072535.900,001141.jpg,120.62097340,24.04360921,211450.044,2659904.686,160.347,16.200,-175.58,0,0,0.2
072536.406,001142.jpg,120.62098428,24.04373612,211451.189,2659918.738,160.306,16.200,-175.43,0,0,0.2
072536.912,001143.jpg,120.62099567,24.04386239,211452.385,2659932.719,160.293,16.200,-175.14,0,0,0.2
072537.414,001144.jpg,120.62100738,24.04398673,211453.613,2659946.487,160.309,16.200,-175.01,0,0,0.2
072537.916,001145.jpg,120.62101873,24.04410999,211454.804,2659960.135,160.268,16.200,-175.25,0,0,0.2
072538.421,001146.jpg,120.62102951,24.04423336,211455.937,2659973.795,160.155,16.200,-175.45,0,0,0.2
072538.923,001147.jpg,120.62103999,24.04435561,211457.040,2659987.331,159.949,16.200,-175.55,0,0,0.2
072539.424,001148.jpg,120.62105010,24.04447744,211458.104,2660000.821,159.642,16.200,-175.74,0,0,0.2
072539.930,001149.jpg,120.62106004,24.04460075,211459.152,2660014.475,159.211,16.200,-175.83,0,0,0.2
072540.432,001150.jpg,120.62106987,24.04472415,211460.189,2660028.138,158.724,16.200,-175.79,0,0,0.2
072540.934,001151.jpg,120.62108023,24.04484839,211461.280,2660041.895,158.135,16.200,-175.57,0,0,0.2
072541.436,001152.jpg,120.62109143,24.04497371,211462.456,2660055.771,157.54,16.200,-175.18,0,0,0.2
072541.939,001153.jpg,120.62110393,24.04510016,211463.765,2660069.772,156.993,16.200,-174.83,0,0,0.2
072542.441,001154.jpg,120.62111704,24.04522727,211465.136,2660083.846,156.508,16.200,-174.5,0,0,0.2
072542.944,001155.jpg,120.62113072,24.04535509,211466.566,2660097.998,156.117,16.200,-174.36,0,0,0.2
072543.446,001156.jpg,120.62114424,24.04548297,211467.979,2660112.157,155.807,16.200,-174.63,0,0,0.2
072543.949,001157.jpg,120.62115637,24.04561101,211469.251,2660126.334,155.677,16.200,-174.97,0,0,0.2
072544.454,001158.jpg,120.62116832,24.04573896,211470.505,2660140.501,155.68,16.200,-175.21,0,0,0.2
072544.958,001159.jpg,120.62117968,24.04586578,211471.698,2660154.543,155.78,16.200,-175.34,0,0,0.2
072545.460,001160.jpg,120.62119057,24.04599101,211472.843,2660168.409,155.907,16.200,-175.44,0,0,0.2
072545.981,001161.jpg,120.62120197,24.04611890,211474.041,2660182.570,156.057,16.200,-175.2,0,0,0.2
072546.483,001162.jpg,120.62121340,24.04624099,211475.239,2660196.088,156.194,16.192,-174.9,0,0,0.2
072546.985,001163.jpg,120.62122531,24.04636129,211476.487,2660209.408,156.232,16.190,-174.74,0,0,0.2
072547.488,001164.jpg,120.62123715,24.04648020,211477.726,2660222.574,156.183,16.190,-174.78,0,0,0.2
072547.990,001165.jpg,120.62124883,24.04659702,211478.949,2660235.509,155.986,16.190,-174.82,0,0,0.2
072548.494,001166.jpg,120.62126040,24.04671478,211480.161,2660248.547,155.708,16.190,-174.86,0,0,0.2
072548.996,001167.jpg,120.62127232,24.04683239,211481.408,2660261.569,155.314,16.190,-174.65,0,0,0.2
072549.498,001168.jpg,120.62128442,24.04695143,211482.675,2660274.750,154.89,16.190,-174.7,0,0,0.2
072550.003,001169.jpg,120.62129658,24.04707045,211483.947,2660287.928,154.403,16.190,-174.89,0,0,0.2
072550.505,001170.jpg,120.62130826,24.04719009,211485.170,2660301.175,153.887,16.190,-174.85,0,0,0.2
072551.006,001171.jpg,120.62132045,24.04731081,211486.446,2660314.541,153.364,16.190,-174.65,0,0,0.2
072551.512,001172.jpg,120.62133353,24.04743424,211487.813,2660328.207,152.803,16.190,-174.39,0,0,0.2
072552.017,001173.jpg,120.62134717,24.04755863,211489.238,2660341.979,152.274,16.190,-174.22,0,0,0.2
072552.519,001174.jpg,120.62136121,24.04768314,211490.703,2660355.765,151.84,16.190,-174.05,0,0,0.2
072553.022,001175.jpg,120.62137546,24.04780846,211492.190,2660369.640,151.52,16.190,-174.02,0,0,0.2
072553.523,001176.jpg,120.62138942,24.04793334,211493.647,2660383.467,151.369,16.190,-174.23,0,0,0.2
072554.025,001177.jpg,120.62140255,24.04805814,211495.019,2660397.285,151.343,16.190,-174.55,0,0,0.2
072554.527,001178.jpg,120.62141499,24.04818223,211496.321,2660411.024,151.414,16.190,-174.81,0,0,0.2
072555.030,001179.jpg,120.62142698,24.04830530,211497.578,2660424.651,151.486,16.190,-175.01,0,0,0.2
072555.532,001180.jpg,120.62143833,24.04842744,211498.768,2660438.175,151.548,16.190,-175.21,0,0,0.2
072556.056,001181.jpg,120.62144953,24.04855417,211499.945,2660452.207,151.506,16.190,-175.45,0,0,0.2
072556.567,001182.jpg,120.62146008,24.04867749,211501.055,2660465.862,151.324,16.190,-175.55,0,0,0.2
072557.073,001183.jpg,120.62147058,24.04879950,211502.159,2660479.371,150.981,16.190,-175.4,0,0,0.2
072557.582,001184.jpg,120.62148169,24.04892237,211503.326,2660492.976,150.414,16.190,-175.16,0,0,0.2
072558.084,001185.jpg,120.62149324,24.04904422,211504.537,2660506.468,149.755,16.190,-174.88,0,0,0.2
072558.587,001186.jpg,120.62150686,24.04916839,211505.959,2660520.216,149.205,16.190,-174.29,0,0,0.2
072559.090,001187.jpg,120.62152114,24.04929195,211507.448,2660533.896,148.912,16.190,-173.73,0,0,0.2
072559.592,001188.jpg,120.62153587,24.04941382,211508.983,2660547.389,148.851,16.190,-173.65,0,0,0.2
072600.098,001189.jpg,120.62155053,24.04953685,211510.510,2660561.011,149.008,16.190,-173.83,0,0,0.2
072600.600,001190.jpg,120.62156398,24.04965813,211511.914,2660574.439,149.235,16.190,-174.25,0,0,0.2
072601.102,001191.jpg,120.62157617,24.04977793,211513.190,2660587.703,149.552,16.190,-174.91,0,0,0.2
072601.604,001192.jpg,120.62158662,24.04989675,211514.288,2660600.859,149.838,16.190,-175.55,0,0,0.2
072602.105,001193.jpg,120.62159587,24.05001446,211515.264,2660613.893,149.826,16.190,-175.94,0,0,0.2
072602.609,001194.jpg,120.62160490,24.05013286,211516.218,2660627.004,149.443,16.190,-176.05,0,0,0.2
072603.111,001195.jpg,120.62161354,24.05025139,211517.132,2660640.128,148.659,16.190,-176.47,0,0,0.2
072603.612,001196.jpg,120.62162052,24.05037131,211517.877,2660653.407,147.671,16.190,-177.14,0,0,0.2
072604.115,001197.jpg,120.62162641,24.05049394,211518.513,2660666.987,146.615,16.190,-177.73,0,0,0.2
072604.620,001198.jpg,120.62163190,24.05061901,211519.109,2660680.837,145.562,16.190,-177.81,0,0,0.2
