time,filename,lng,lat,E,N,H,H_ellipsoid,yaw,pitch,roll,accuracy_index
065008.221,000001.jpg,120.63209763,24.04871392,212582.955,2660467.024,39.784,16.200,-180,0,0,0.2
065008.721,000002.jpg,120.63209761,24.04871392,212582.953,2660467.024,39.784,16.200,-180,0,0,0.2
065009.228,000003.jpg,120.63209761,24.04871393,212582.953,2660467.025,39.787,16.200,-180,0,0,0.2
071101.252,000004.jpg,120.63193325,24.04880625,212566.263,2660477.294,39.148,16.200,91.07,0,0,0.2
071101.753,000005.jpg,120.63193322,24.04880625,212566.260,2660477.294,39.149,16.200,91.07,0,0,0.2
071102.257,000006.jpg,120.63193324,24.04880626,212566.262,2660477.295,39.149,16.200,91.07,0,0,0.2
071102.760,000007.jpg,120.63193322,24.04880624,212566.260,2660477.293,39.152,16.200,91.07,0,0,0.2
071103.266,000008.jpg,120.63193322,24.04880624,212566.260,2660477.293,39.15,16.200,91.07,0,0,0.2
071103.769,000009.jpg,120.63193321,24.04880624,212566.259,2660477.293,39.148,16.200,91.07,0,0,0.2
071104.271,000010.jpg,120.63193324,24.04880626,212566.262,2660477.295,39.146,16.200,91.07,0,0,0.2
071606.175,000011.jpg,120.63193320,24.04880616,212566.258,2660477.284,41.086,16.200,91.07,0,0,0.2
071606.676,000012.jpg,120.63193170,24.04880652,212566.106,2660477.324,41.447,16.200,121.63,0,0,0.2
071607.182,000013.jpg,120.63193014,24.04880695,212565.947,2660477.372,41.931,16.200,124.7,0,0,0.2
071607.685,000014.jpg,120.63192885,24.04880730,212565.816,2660477.411,42.508,16.200,132.23,0,0,0.2
071608.189,000015.jpg,120.63192799,24.04880746,212565.729,2660477.429,43.122,16.200,133.17,0,0,0.2
071608.693,000016.jpg,120.63192749,24.04880738,212565.678,2660477.420,43.738,16.200,133.17,0,0,0.2
071609.194,000017.jpg,120.63192719,24.04880714,212565.647,2660477.394,44.348,16.200,133.17,0,0,0.2
071609.699,000018.jpg,120.63192678,24.04880704,212565.606,2660477.383,45.001,16.200,133.17,0,0,0.2
071610.201,000019.jpg,120.63192625,24.04880692,212565.552,2660477.370,45.694,16.200,133.17,0,0,0.2
071610.704,000020.jpg,120.63192594,24.04880685,212565.520,2660477.362,46.408,16.200,133.17,0,0,0.2
071611.217,000021.jpg,120.63192570,24.04880678,212565.496,2660477.354,47.16,16.200,133.17,0,0,0.2
071611.720,000022.jpg,120.63192557,24.04880680,212565.482,2660477.357,47.996,16.200,133.17,0,0,0.2
071612.222,000023.jpg,120.63192549,24.04880685,212565.474,2660477.362,48.917,16.200,133.17,0,0,0.2
071612.724,000024.jpg,120.63192550,24.04880688,212565.475,2660477.365,49.857,16.200,133.17,0,0,0.2
071613.229,000025.jpg,120.63192552,24.04880696,212565.477,2660477.374,50.817,16.200,133.17,0,0,0.2
071613.736,000026.jpg,120.63192545,24.04880708,212565.470,2660477.388,51.788,16.200,133.17,0,0,0.2
071614.242,000027.jpg,120.63192542,24.04880719,212565.467,2660477.400,52.776,16.200,133.17,0,0,0.2
071614.744,000028.jpg,120.63192545,24.04880722,212565.470,2660477.403,53.759,16.200,133.17,0,0,0.2
071615.247,000029.jpg,120.63192541,24.04880713,212565.466,2660477.393,54.731,16.200,133.17,0,0,0.2
071615.750,000030.jpg,120.63192535,24.04880700,212565.460,2660477.379,55.717,16.200,133.17,0,0,0.2
071616.252,000031.jpg,120.63192524,24.04880683,212565.449,2660477.360,56.762,16.200,133.17,0,0,0.2
071616.760,000032.jpg,120.63192509,24.04880676,212565.434,2660477.352,57.889,16.200,133.17,0,0,0.2
071617.266,000033.jpg,120.63192504,24.04880666,212565.428,2660477.341,59.02,16.200,133.17,0,0,0.2
071617.771,000034.jpg,120.63192493,24.04880660,212565.417,2660477.335,60.14,16.200,133.17,0,0,0.2
071618.272,000035.jpg,120.63192492,24.04880655,212565.416,2660477.329,61.231,16.200,133.17,0,0,0.2
071618.775,000036.jpg,120.63192494,24.04880657,212565.418,2660477.331,62.331,16.200,133.17,0,0,0.2
071619.277,000037.jpg,120.63192499,24.04880663,212565.423,2660477.338,63.478,16.200,133.17,0,0,0.2
071619.780,000038.jpg,120.63192506,24.04880675,212565.431,2660477.351,64.666,16.200,133.17,0,0,0.2
071620.283,000039.jpg,120.63192506,24.04880690,212565.431,2660477.368,65.882,16.200,133.17,0,0,0.2
071620.785,000040.jpg,120.63192505,24.04880705,212565.430,2660477.384,67.085,16.200,133.17,0,0,0.2
071621.293,000041.jpg,120.63192497,24.04880713,212565.422,2660477.393,68.127,16.200,133.17,0,0,0.2
071621.796,000042.jpg,120.63192491,24.04880724,212565.415,2660477.405,68.552,16.200,133.17,0,0,0.2
071622.300,000043.jpg,120.63192478,24.04880749,212565.402,2660477.433,68.61,16.200,133.17,0,0,0.2
071622.803,000044.jpg,120.63192460,24.04880770,212565.384,2660477.457,68.705,16.200,133.17,0,0,0.2
071623.305,000045.jpg,120.63192444,24.04880776,212565.368,2660477.463,69.291,16.200,133.17,0,0,0.2
071623.811,000046.jpg,120.63192433,24.04880773,212565.357,2660477.460,70.442,16.200,133.17,0,0,0.2
071624.315,000047.jpg,120.63192436,24.04880766,212565.360,2660477.452,71.664,16.200,133.17,0,0,0.2
071624.817,000048.jpg,120.63192454,24.04880749,212565.378,2660477.433,72.848,16.200,133.17,0,0,0.2
071625.319,000049.jpg,120.63192478,24.04880741,212565.402,2660477.424,74.038,16.200,133.17,0,0,0.2
071625.821,000050.jpg,120.63192498,24.04880740,212565.423,2660477.423,75.26,16.200,133.17,0,0,0.2
071626.325,000051.jpg,120.63192515,24.04880739,212565.440,2660477.422,76.502,16.200,133.17,0,0,0.2
071626.828,000052.jpg,120.63192529,24.04880737,212565.454,2660477.420,77.748,16.200,133.17,0,0,0.2
071627.332,000053.jpg,120.63192535,24.04880731,212565.460,2660477.413,79.001,16.200,133.17,0,0,0.2
071627.836,000054.jpg,120.63192539,24.04880728,212565.464,2660477.410,80.281,16.200,133.17,0,0,0.2
071628.338,000055.jpg,120.63192543,24.04880732,212565.468,2660477.414,81.588,16.200,133.17,0,0,0.2
071628.841,000056.jpg,120.63192547,24.04880747,212565.472,2660477.431,82.875,16.200,133.17,0,0,0.2
071629.343,000057.jpg,120.63192546,24.04880761,212565.471,2660477.446,84.118,16.200,133.17,0,0,0.2
071629.847,000058.jpg,120.63192537,24.04880774,212565.462,2660477.461,85.358,16.200,133.17,0,0,0.2
071630.349,000059.jpg,120.63192525,24.04880789,212565.450,2660477.477,86.616,16.200,133.17,0,0,0.2
071630.855,000060.jpg,120.63192512,24.04880810,212565.437,2660477.501,87.883,16.200,133.17,0,0,0.2
071631.367,000061.jpg,120.63192503,24.04880831,212565.428,2660477.524,89.151,16.200,133.17,0,0,0.2
071631.874,000062.jpg,120.63192508,24.04880842,212565.433,2660477.536,90.374,16.200,133.17,0,0,0.2
071632.376,000063.jpg,120.63192519,24.04880840,212565.444,2660477.534,91.609,16.200,133.17,0,0,0.2
071632.882,000064.jpg,120.63192531,24.04880828,212565.456,2660477.521,92.896,16.200,133.17,0,0,0.2
071633.384,000065.jpg,120.63192549,24.04880820,212565.475,2660477.512,94.149,16.200,133.17,0,0,0.2
071633.887,000066.jpg,120.63192566,24.04880814,212565.492,2660477.505,95.409,16.200,133.17,0,0,0.2
071634.389,000067.jpg,120.63192589,24.04880808,212565.515,2660477.498,96.686,16.200,133.17,0,0,0.2
071634.891,000068.jpg,120.63192605,24.04880803,212565.532,2660477.493,97.95,16.200,133.17,0,0,0.2
071635.392,000069.jpg,120.63192622,24.04880809,212565.549,2660477.499,99.184,16.200,133.17,0,0,0.2
071635.894,000070.jpg,120.63192635,24.04880838,212565.562,2660477.531,100.192,16.200,133.17,0,0,0.2
071636.396,000071.jpg,120.63192444,24.04880855,212565.368,2660477.551,100.508,16.200,78.37,0,0,0.2
071636.898,000072.jpg,120.63191829,24.04880793,212564.742,2660477.484,100.462,16.200,77.6,0,0,0.2
071637.402,000073.jpg,120.63190321,24.04880536,212563.208,2660477.203,100.399,16.200,80.41,0,0,0.2
071637.906,000074.jpg,120.63187940,24.04880240,212560.785,2660476.882,100.376,16.200,82.28,0,0,0.2
071638.408,000075.jpg,120.63184800,24.04879922,212557.591,2660476.538,100.338,16.200,83.47,0,0,0.2
071638.915,000076.jpg,120.63180883,24.04879591,212553.606,2660476.182,100.279,16.200,84.7,0,0,0.2
071639.417,000077.jpg,120.63176305,24.04879257,212548.949,2660475.824,100.212,16.200,85.47,0,0,0.2
071639.923,000078.jpg,120.63170894,24.04878872,212543.445,2660475.412,100.126,16.200,85.39,0,0,0.2
071640.424,000079.jpg,120.63164733,24.04878365,212537.177,2660474.867,100.101,16.200,84.68,0,0,0.2
071640.927,000080.jpg,120.63157686,24.04877745,212530.009,2660474.199,100.123,16.200,84.46,0,0,0.2
071641.434,000081.jpg,120.63149707,24.04877101,212521.892,2660473.507,100.123,16.200,85.29,0,0,0.2
071641.938,000082.jpg,120.63140990,24.04876607,212513.025,2660472.983,100.355,16.200,87.48,0,0,0.2
071642.440,000083.jpg,120.63131596,24.04876456,212503.470,2660472.841,100.892,16.200,89.79,0,0,0.2
071642.942,000084.jpg,120.63121618,24.04876652,212493.323,2660473.085,101.613,16.200,91.92,0,0,0.2
071643.444,000085.jpg,120.63111201,24.04877172,212482.729,2660473.688,102.484,16.200,94.05,0,0,0.2
071643.951,000086.jpg,120.63100474,24.04878085,212471.822,2660474.728,103.532,16.200,95.76,0,0,0.2
071644.453,000087.jpg,120.63089645,24.04879206,212460.812,2660475.999,104.532,16.200,96.87,0,0,0.2
071644.955,000088.jpg,120.63078754,24.04880581,212449.739,2660477.550,105.319,16.200,97.87,0,0,0.2
071645.457,000089.jpg,120.63067747,24.04882089,212438.549,2660479.250,105.967,16.200,98.74,0,0,0.2
071645.967,000090.jpg,120.63056457,24.04883742,212427.071,2660481.111,106.687,16.200,99.25,0,0,0.2
071646.470,000091.jpg,120.63045124,24.04885459,212415.550,2660483.043,107.288,16.200,99.36,0,0,0.2
071646.973,000092.jpg,120.63033714,24.04887290,212403.951,2660485.101,107.779,16.200,99.52,0,0,0.2
071647.477,000093.jpg,120.63022126,24.04889078,212392.171,2660487.112,108.653,16.200,99.71,0,0,0.2
071647.979,000094.jpg,120.63010470,24.04890941,212380.321,2660489.207,109.663,16.200,100.18,0,0,0.2
071648.482,000095.jpg,120.62998779,24.04892908,212368.437,2660491.416,110.472,16.200,100.48,0,0,0.2
071648.987,000096.jpg,120.62987129,24.04894920,212356.594,2660493.676,111.113,16.200,100.75,0,0,0.2
071649.488,000097.jpg,120.62975666,24.04896953,212344.942,2660495.958,111.745,16.190,100.95,0,0,0.2
071649.990,000098.jpg,120.62964235,24.04899012,212333.322,2660498.269,112.312,16.199,101.1,0,0,0.2
071650.492,000099.jpg,120.62952774,24.04901086,212321.672,2660500.597,112.819,16.200,101.09,0,0,0.2
071650.995,000100.jpg,120.62941223,24.04903187,212309.930,2660502.954,113.334,16.190,101.18,0,0,0.2
071651.503,000101.jpg,120.62929419,24.04905340,212297.931,2660505.371,113.767,16.190,101.02,0,0,0.2
071652.006,000102.jpg,120.62917580,24.04907450,212285.896,2660507.739,114.051,16.190,100.85,0,0,0.2
071652.510,000103.jpg,120.62905598,24.04909518,212273.716,2660510.062,114.407,16.190,100.53,0,0,0.2
071653.012,000104.jpg,120.62893626,24.04911499,212261.546,2660512.288,114.932,16.190,100.16,0,0,0.2
071653.519,000105.jpg,120.62881563,24.04913454,212249.283,2660514.485,115.687,16.190,100.04,0,0,0.2
071654.026,000106.jpg,120.62869588,24.04915404,212237.110,2660516.677,116.572,16.190,100.13,0,0,0.2
071654.530,000107.jpg,120.62857818,24.04917328,212225.145,2660518.839,117.516,16.190,100.11,0,0,0.2
071655.033,000108.jpg,120.62846109,24.04919245,212213.242,2660520.994,118.414,16.190,100.06,0,0,0.2
071655.535,000109.jpg,120.62834462,24.04921133,212201.402,2660523.116,119.221,16.190,99.9,0,0,0.2
071656.037,000110.jpg,120.62822879,24.04922971,212189.627,2660525.183,119.311,16.190,99.36,0,0,0.2
071656.542,000111.jpg,120.62811089,24.04924790,212177.641,2660527.229,118.526,16.190,98.97,0,0,0.2
071657.045,000112.jpg,120.62799050,24.04926575,212165.402,2660529.238,117.234,16.190,98.65,0,0,0.2
071657.548,000113.jpg,120.62786370,24.04928291,212152.511,2660531.173,115.76,16.190,98.22,0,0,0.2
071658.051,000114.jpg,120.62772971,24.04930010,212138.889,2660533.113,114.468,16.190,97.77,0,0,0.2
071658.555,000115.jpg,120.62758785,24.04931706,212124.466,2660535.029,113.608,16.190,97.36,0,0,0.2
071659.057,000116.jpg,120.62744068,24.04933272,212109.503,2660536.803,113.581,16.190,96.21,0,0,0.2
071659.560,000117.jpg,120.62729007,24.04934453,212094.189,2660538.152,114.561,16.190,94.43,0,0,0.2
071700.062,000118.jpg,120.62713669,24.04935037,212078.591,2660538.840,116.606,16.190,91.83,0,0,0.2
071700.567,000119.jpg,120.62698536,24.04934713,212063.199,2660538.522,119.416,16.190,87.35,0,0,0.2
071701.070,000120.jpg,120.62684350,24.04933157,212048.767,2660536.837,122.412,16.190,80.88,0,0,0.2
071701.578,000121.jpg,120.62671118,24.04930106,212035.300,2660533.494,125.549,16.190,73.62,0,0,0.2
071702.080,000122.jpg,120.62659217,24.04925882,212023.184,2660528.848,128.571,16.190,66.48,0,0,0.2
071702.589,000123.jpg,120.62648475,24.04920840,212012.244,2660523.293,131.28,16.190,61.53,0,0,0.2
071703.091,000124.jpg,120.62638680,24.04915462,212002.266,2660517.363,133.377,16.190,58.46,0,0,0.2
071703.594,000125.jpg,120.62629475,24.04910189,211992.889,2660511.548,134.577,16.190,56.61,0,0,0.2
071704.099,000126.jpg,120.62620382,24.04904972,211983.626,2660505.795,134.688,16.190,55.09,0,0,0.2
071704.602,000127.jpg,120.62611001,24.04900121,211974.070,2660500.448,133.751,16.190,54.33,0,0,0.2
071705.104,000128.jpg,120.62600615,24.04895539,211963.494,2660495.402,132.026,16.190,57.21,0,0,0.2
071705.606,000129.jpg,120.62588659,24.04891385,211951.322,2660490.833,129.781,16.190,65.99,0,0,0.2
071706.109,000130.jpg,120.62574954,24.04888166,211937.374,2660487.305,127.558,16.190,78.19,0,0,0.2
071706.611,000131.jpg,120.62559684,24.04886463,211921.838,2660485.461,125.933,16.190,85.9,0,0,0.2
071707.119,000132.jpg,120.62543009,24.04886757,211904.880,2660485.832,125.373,16.190,94.46,0,0,0.2
071707.627,000133.jpg,120.62525821,24.04889536,211887.407,2660488.956,126.036,16.190,101.45,0,0,0.2
071708.132,000134.jpg,120.62509012,24.04895017,211870.328,2660495.072,127.87,16.190,106.22,0,0,0.2
071708.637,000135.jpg,120.62493359,24.04903260,211854.432,2660504.243,130.805,16.190,110.15,0,0,0.2
071709.140,000136.jpg,120.62480161,24.04913916,211841.041,2660516.080,134.794,16.190,111.76,0,0,0.2
071709.641,000137.jpg,120.62470156,24.04926049,211830.901,2660529.545,139.228,16.190,118.24,0,0,0.2
071710.144,000138.jpg,120.62462863,24.04938680,211823.521,2660543.553,143.539,16.190,122.1,0,0,0.2
071710.646,000139.jpg,120.62457843,24.04951224,211818.453,2660557.459,147.403,16.190,157.35,0,0,0.2
071711.147,000140.jpg,120.62454500,24.04963554,211815.089,2660571.124,150.285,16.190,166.7,0,0,0.2
071711.657,000141.jpg,120.62452371,24.04975890,211812.961,2660584.792,152.047,16.190,171.22,0,0,0.2
071712.163,000142.jpg,120.62451231,24.04987805,211811.836,2660597.991,152.561,16.190,175.68,0,0,0.2
071712.665,000143.jpg,120.62450905,24.04999494,211811.539,2660610.937,151.843,16.190,179.16,0,0,0.2
071713.170,000144.jpg,120.62451459,24.05011107,211812.137,2660623.797,150.085,16.190,-176.57,0,0,0.2
071713.676,000145.jpg,120.62452986,24.05022651,211813.724,2660636.578,147.605,16.190,-171.65,0,0,0.2
071714.182,000146.jpg,120.62455647,24.05034123,211816.465,2660649.276,144.661,16.190,-166.16,0,0,0.2
071714.683,000147.jpg,120.62459539,24.05045291,211820.456,2660661.634,141.499,16.190,-160.85,0,0,0.2
071715.185,000148.jpg,120.62464567,24.05056476,211825.603,2660674.007,138.304,16.190,-155.56,0,0,0.2
071715.687,000149.jpg,120.62471038,24.05067604,211832.217,2660686.314,135.343,16.190,-149.92,0,0,0.2
071716.188,000150.jpg,120.62479058,24.05078470,211840.406,2660698.326,132.934,16.190,-143.73,0,0,0.2
071716.690,000151.jpg,120.62488879,24.05088867,211850.425,2660709.814,131.275,16.190,-136.69,0,0,0.2
071717.193,000152.jpg,120.62500356,24.05098264,211862.125,2660720.190,130.542,16.190,-128.93,0,0,0.2
071717.695,000153.jpg,120.62513126,24.05106025,211875.135,2660728.751,130.849,16.190,-120.96,0,0,0.2
071718.196,000154.jpg,120.62526905,24.05111951,211889.166,2660735.276,131.787,16.190,-112.73,0,0,0.2
071718.698,000155.jpg,120.62541106,24.05115623,211903.620,2660739.305,133.261,16.190,-103.13,0,0,0.2
071719.202,000156.jpg,120.62555375,24.05117114,211918.136,2660740.917,134.998,16.190,-93.91,0,0,0.2
071719.703,000157.jpg,120.62568953,24.05116335,211931.943,2660740.018,136.814,16.190,-83.48,0,0,0.2
071720.205,000158.jpg,120.62581668,24.05113699,211944.867,2660737.064,138.588,16.190,-74.8,0,0,0.2
071720.709,000159.jpg,120.62593385,24.05109682,211956.772,2660732.583,140.097,16.190,-67.72,0,0,0.2
071721.210,000160.jpg,120.62604015,24.05104699,211967.568,2660727.036,141.137,16.190,-61.42,0,0,0.2
071721.721,000161.jpg,120.62613893,24.05098826,211977.597,2660720.505,141.557,16.190,-55.87,0,0,0.2
071722.223,000162.jpg,120.62622744,24.05092415,211986.580,2660713.381,141.335,16.190,-50.47,0,0,0.2
071722.729,000163.jpg,120.62630802,24.05085309,211994.754,2660705.489,140.482,16.190,-44.8,0,0,0.2
071723.231,000164.jpg,120.62637912,24.05077592,212001.962,2660696.923,139.15,16.190,-38.74,0,0,0.2
071723.734,000165.jpg,120.62644081,24.05069144,212008.212,2660687.551,137.457,16.190,-32.1,0,0,0.2
071724.236,000166.jpg,120.62649315,24.05059987,212013.508,2660677.395,135.592,16.190,-25.69,0,0,0.2
071724.738,000167.jpg,120.62653526,24.05049963,212017.761,2660666.282,133.793,16.190,-19.04,0,0,0.2
071725.245,000168.jpg,120.62656555,24.05039068,212020.810,2660654.208,132.271,16.190,-12.16,0,0,0.2
071725.747,000169.jpg,120.62658151,24.05027621,212022.399,2660641.526,131.263,16.190,-5.5,0,0,0.2
071726.248,000170.jpg,120.62658395,24.05015782,212022.612,2660628.414,130.922,16.190,0.44,0,0,0.2
071726.750,000171.jpg,120.62657441,24.05004033,212021.608,2660615.404,131.402,16.190,5.53,0,0,0.2
071727.252,000172.jpg,120.62655627,24.04992679,212019.729,2660602.835,132.63,16.190,9.11,0,0,0.2
071727.757,000173.jpg,120.62653504,24.04981793,212017.538,2660590.784,134.367,16.190,10.48,0,0,0.2
071728.259,000174.jpg,120.62651357,24.04971389,212015.324,2660579.268,136.347,16.190,10.65,0,0,0.2
071728.765,000175.jpg,120.62649441,24.04961213,212013.345,2660568.003,138.27,16.190,9.77,0,0,0.2
071729.272,000176.jpg,120.62647803,24.04951392,212011.650,2660557.131,139.91,16.190,7.96,0,0,0.2
071729.774,000177.jpg,120.62646661,24.04941828,212010.461,2660546.542,140.984,16.190,5.66,0,0,0.2
071730.278,000178.jpg,120.62646034,24.04932352,212009.795,2660536.049,141.464,16.190,3.04,0,0,0.2
071730.781,000179.jpg,120.62645918,24.04922941,212009.650,2660525.627,141.301,16.190,-0.14,0,0,0.2
071731.284,000180.jpg,120.62646358,24.04913488,212010.069,2660515.156,140.563,16.190,-3.16,0,0,0.2
071731.796,000181.jpg,120.62647502,24.04903718,212011.204,2660504.333,139.369,16.190,-6.65,0,0,0.2
071732.305,000182.jpg,120.62649224,24.04893684,212012.926,2660493.216,137.925,16.190,-10.02,0,0,0.2
071732.809,000183.jpg,120.62651722,24.04883483,212015.436,2660481.911,136.499,16.190,-13.61,0,0,0.2
071733.314,000184.jpg,120.62655085,24.04873035,212018.826,2660470.331,135.311,16.190,-17.61,0,0,0.2
071733.818,000185.jpg,120.62659282,24.04862562,212023.064,2660458.721,134.486,16.190,-21.68,0,0,0.2
071734.320,000186.jpg,120.62664385,24.04852286,212028.224,2660447.327,134.232,16.190,-25.79,0,0,0.2
071734.827,000187.jpg,120.62670347,24.04842227,212034.258,2660436.170,134.545,16.190,-30,0,0,0.2
071735.333,000188.jpg,120.62676993,24.04832717,212040.989,2660425.620,135.433,16.190,-34.14,0,0,0.2
071735.837,000189.jpg,120.62684165,24.04823841,212048.257,2660415.771,136.703,16.194,-37.88,0,0,0.2
071736.338,000190.jpg,120.62691585,24.04815566,212055.779,2660406.586,138.172,16.194,-40.32,0,0,0.2
071736.839,000191.jpg,120.62699112,24.04807758,212063.412,2660397.919,139.554,16.194,-41.88,0,0,0.2
071737.343,000192.jpg,120.62706666,24.04800295,212071.073,2660389.633,140.61,16.196,-42.87,0,0,0.2
071737.849,000193.jpg,120.62714170,24.04793062,212078.683,2660381.602,141.204,16.200,-43.44,0,0,0.2
071738.354,000194.jpg,120.62721565,24.04786019,212086.184,2660373.782,141.266,16.200,-43.47,0,0,0.2
071738.855,000195.jpg,120.62728782,24.04779076,212093.504,2660366.073,140.715,16.200,-43.22,0,0,0.2
071739.357,000196.jpg,120.62736097,24.04772024,212100.923,2660358.244,139.651,16.200,-42.71,0,0,0.2
071739.861,000197.jpg,120.62743456,24.04764664,212108.386,2660350.073,138.237,16.200,-42.08,0,0,0.2
071740.365,000198.jpg,120.62750965,24.04756957,212116.000,2660341.517,136.686,16.200,-41.47,0,0,0.2
071740.868,000199.jpg,120.62758614,24.04748834,212123.756,2660332.500,135.277,16.200,-40.61,0,0,0.2
071741.371,000200.jpg,120.62766456,24.04740350,212131.706,2660323.083,134.195,16.200,-39.61,0,0,0.2
071741.880,000201.jpg,120.62774376,24.04731330,212139.735,2660313.072,133.639,16.200,-38.93,0,0,0.2
071742.384,000202.jpg,120.62782221,24.04722251,212147.687,2660302.996,133.675,16.200,-38.36,0,0,0.2
071742.887,000203.jpg,120.62789893,24.04713094,212155.463,2660292.834,134.305,16.200,-37.84,0,0,0.2
071743.388,000204.jpg,120.62797445,24.04704063,212163.118,2660282.812,135.47,16.200,-37.81,0,0,0.2
071743.891,000205.jpg,120.62804886,24.04695329,212170.660,2660273.119,137.013,16.200,-37.93,0,0,0.2
071744.394,000206.jpg,120.62812046,24.04686775,212177.917,2660263.626,138.539,16.200,-38.08,0,0,0.2
071744.895,000207.jpg,120.62819130,24.04678643,212185.098,2660254.601,139.725,16.200,-38.54,0,0,0.2
071745.398,000208.jpg,120.62826192,24.04670671,212192.257,2660245.753,140.494,16.200,-39.31,0,0,0.2
071745.900,000209.jpg,120.62833240,24.04663035,212199.403,2660237.277,140.709,16.200,-39.96,0,0,0.2
071746.401,000210.jpg,120.62840347,24.04655521,212206.610,2660228.937,140.378,16.200,-40.81,0,0,0.2
071746.903,000211.jpg,120.62847608,24.04648041,212213.973,2660220.633,139.609,16.200,-41.41,0,0,0.2
071747.405,000212.jpg,120.62855039,24.04640511,212221.508,2660212.274,138.579,16.200,-41.96,0,0,0.2
071747.907,000213.jpg,120.62862652,24.04632834,212229.229,2660203.751,137.43,16.200,-42.09,0,0,0.2
071748.416,000214.jpg,120.62870569,24.04624817,212237.257,2660194.851,136.237,16.200,-41.88,0,0,0.2
071748.917,000215.jpg,120.62878474,24.04616607,212245.273,2660185.737,135.211,16.200,-41.27,0,0,0.2
071749.420,000216.jpg,120.62886341,24.04607955,212253.249,2660176.134,134.431,16.200,-38.85,0,0,0.2
071749.926,000217.jpg,120.62894014,24.04598580,212261.026,2660165.731,134.035,16.200,-35.7,0,0,0.2
071750.428,000218.jpg,120.62901055,24.04588718,212268.158,2660154.790,134.087,16.200,-32.2,0,0,0.2
071750.930,000219.jpg,120.62907119,24.04578418,212274.296,2660143.366,134.298,16.200,-26.78,0,0,0.2
071751.432,000220.jpg,120.62911771,24.04567714,212278.996,2660131.499,134.498,16.200,-19.87,0,0,0.2
071751.945,000221.jpg,120.62915001,24.04556436,212282.248,2660119.000,134.649,16.200,-12.45,0,0,0.2
071752.448,000222.jpg,120.62916672,24.04545179,212283.915,2660106.529,134.824,16.200,-5.73,0,0,0.2
071752.951,000223.jpg,120.62917036,24.04534003,212284.252,2660094.150,135.175,16.200,-0.3,0,0,0.2
071753.455,000224.jpg,120.62916488,24.04523136,212283.663,2660082.117,135.727,16.200,3.22,0,0,0.2
071753.957,000225.jpg,120.62915619,24.04512541,212282.748,2660070.385,136.374,16.200,4.69,0,0,0.2
071754.459,000226.jpg,120.62914645,24.04502089,212281.727,2660058.812,136.954,16.200,4.84,0,0,0.2
071754.966,000227.jpg,120.62913852,24.04491504,212280.890,2660047.091,137.524,16.200,3.74,0,0,0.2
071755.475,000228.jpg,120.62913240,24.04480876,212280.236,2660035.323,138.033,16.200,2.39,0,0,0.2
071755.978,000229.jpg,120.62913006,24.04470434,212279.968,2660023.759,138.456,16.200,0.89,0,0,0.2
071756.480,000230.jpg,120.62913003,24.04460192,212279.935,2660012.416,138.75,16.200,-0.55,0,0,0.2
071756.982,000231.jpg,120.62913307,24.04449948,212280.214,2660001.070,138.891,16.200,-1.54,0,0,0.2
071757.486,000232.jpg,120.62913744,24.04439717,212280.629,2659989.738,138.842,16.200,-2.62,0,0,0.2
071757.990,000233.jpg,120.62914364,24.04429486,212281.229,2659978.406,138.601,16.200,-3.44,0,0,0.2
071758.493,000234.jpg,120.62915223,24.04419122,212282.073,2659966.925,138.17,16.200,-4.21,0,0,0.2
071758.996,000235.jpg,120.62916165,24.04408721,212283.000,2659955.404,137.705,16.200,-5.17,0,0,0.2
071759.498,000236.jpg,120.62917417,24.04398204,212284.243,2659943.753,137.306,16.200,-6.26,0,0,0.2
071800.005,000237.jpg,120.62918790,24.04387463,212285.608,2659931.853,137.054,16.200,-7.2,0,0,0.2
071800.507,000238.jpg,120.62920336,24.04376762,212287.149,2659919.998,137.008,16.200,-7.72,0,0,0.2
071801.009,000239.jpg,120.62921909,24.04366032,212288.718,2659908.110,137.202,16.200,-7.63,0,0,0.2
071801.515,000240.jpg,120.62923419,24.04355292,212290.222,2659896.212,137.555,16.200,-7.3,0,0,0.2
071802.025,000241.jpg,120.62924862,24.04344615,212291.659,2659884.383,138.022,16.203,-7.15,0,0,0.2
071802.533,000242.jpg,120.62926283,24.04334182,212293.074,2659872.825,138.567,16.207,-7.23,0,0,0.2
071803.039,000243.jpg,120.62927732,24.04323917,212294.518,2659861.453,139.051,16.204,-7.5,0,0,0.2
071803.541,000244.jpg,120.62929218,24.04313873,212296.000,2659850.325,139.35,16.210,-7.85,0,0,0.2
071804.046,000245.jpg,120.62930798,24.04303888,212297.577,2659839.263,139.445,16.210,-8.35,0,0,0.2
071804.549,000246.jpg,120.62932384,24.04293947,212299.162,2659828.249,139.298,16.210,-8.18,0,0,0.2
071805.058,000247.jpg,120.62933935,24.04283775,212300.709,2659816.979,138.935,16.210,-7.85,0,0,0.2
071805.566,000248.jpg,120.62935478,24.04273391,212302.248,2659805.475,138.409,16.210,-7.56,0,0,0.2
071806.069,000249.jpg,120.62936904,24.04262944,212303.668,2659793.901,137.755,16.210,-6.61,0,0,0.2
071806.570,000250.jpg,120.62937994,24.04252194,212304.746,2659781.992,136.985,16.210,-4.8,0,0,0.2
071807.079,000251.jpg,120.62938662,24.04241028,212305.392,2659769.624,136.202,16.210,-2.31,0,0,0.2
071807.581,000252.jpg,120.62938787,24.04229653,212305.486,2659757.026,135.626,16.210,0.24,0,0,0.2
